stage,index,year,version,page,paragraph,2500Bott,singlebott,scarcity,nonuniform_progress,performance_constraints,user_heterogeneity,cognitive,external,internal,coordination,transcational,technical,demand,2500partner,singlepartner,content_production,data_center/storage,Internet_infra,content_distribution,"browsers,_apps_&_smart_devices",advertising,end_users,external_partners,substitutional_partners,transactional,bott_list
0.0,600,2007,February-2007-(Sourcebook),95,"2.What formats does the serviceprovider support? When it comes to providers, some support all of the formats, some support some of the formats, and some only one of the formats. Rarely does any one provider support streaming of content in Windows Media, Flash, QuickTime, and Real formats. While it may seem odd that they don’t support all of the formats, there may be a logical explanation. If a provider is only going after a specific vertical or industry, for instance the webcasting space, chances are they don’t yet support Flash Video, since the Flash Video platform is not yet used frequently for live streaming delivery. Or a provider may not support a particular format because the format provider will not allow them to unless they are certified and licensed to do so. Providers should be upfront and honest about what they support today and what they may support down the road. On Microsoft’s and Adobe’s websites, you can see who is certified to provide delivery services in both of their formats. ",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
0.0,640,2007,February-2007-(Sourcebook),99,Often times enforcement of compensation is overlooked and reimbursement isn't enforced because the technology management and accounting teams aren't able to communicate in a way that makes sense to each other. Account management may not be able to understand a network performance chart or have the acumen to translate metrics into a financial equivalent.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
0.0,720,2007,February-2007-(Sourcebook),105,"Expo TV president Bill Hildebolt tells us that “content needs to have several attributes to be monetized by advertising, including a critical mass of viewers and a definable viewing demographic that is of interest to advertisers.”",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
0.0,740,2007,February-2007-(Sourcebook),110,"A metafile is really nothing more than a set of instructions for the media player application. In its simplest form, a metafile exists to do two things: It causes the correct streaming media player to launch on the user’s computer, and it tells the player where to go to get the media file it’s supposed to play. A Real .RAM file, a QuickTime reference movie, and a Windows Media .ASX file are all metafiles. When you link to streaming video on your web page, it’s these metafiles that you link to rather than the actual video files themselves. When a user clicks a video link on a web page, the web server responds by sending a content header which contains the mime-type of the requested file. The browser uses the mimetype (rather than filename extensions) to decide which is the correct media player to launch. The content header is followed immediately by the contents of the metafile, which are passed on to the media player. These instructions in the metafile tell the media player how to to open its own connection to the media server to play the video.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
0.0,780,2007,February-2007-(Sourcebook),116,"These days, we all create and consume metadata. In other words, the user-generated video revolution has pointed out for the rest of us what media companies have known for some time: That it is important to gather all these media assets into a content management system so they can control the different versions, formats, and rights issues. Then they can effectively realize the monetary value of those assets.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
0.0,1040,2007,February-2007-(Sourcebook),142,"QuickTime files also play on the wildly popular iPod and can be easily plugged into iTunes.This makes QuickTime a greatchoice for distributing longer videos for viewing away from thecomputer. Windows Media is next, with playback available onany Windows CE-powered device, while Real and Flash havefew, if any, external players.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
0.0,1060,2007,February-2007-(Sourcebook),143,"Flash is the only player that doesn’t have a simple facility for storing the file to hard disk for later playback. For example, with the QuickTime player, you right-click and choose Save As, so the kiddies can see the new Disney trailer as many times as they’d like without re-downloading. To do the same in Flash, you’d have to design a custom player, which is beyond the capabilities of many small companies. ",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
0.0,1080,2007,February-2007-(Sourcebook),144,"Though Real’s popularity seems to be dropping fast, its quality is still the best, especially at lower data rates.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
0.0,1100,2007,February-2007-(Sourcebook),148,"Based on that information, John calculates that he can safely send a 400Kbps stream to 4 viewers, if each one is watching the same video format (in the instance of the TriCaster Pro, it would be limited to Windows Media). The calculation is 400Kbps x 4 = 1600Kbps, or just over 1.6Mbps. This provides adequate bandwidth overhead to compensate for a drop in upload speed, an occasional church worker sending out small emails, or any other programs that might be running on one of the church’s machines. If John finds out that one of the guests requires Real or QuickTime to view the wedding, though, he will have to use one of the four potential streams for that format and may need to hire space on a streaming server for a block of time during the wedding to accommodate the use of a different format or additional viewers.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,
0.0,1240,2007,February-2007-(Sourcebook),168,"Abacast The best stream! at the best price! Abacast’s unique Distributed Streaming technology makes it possible to deliverthe highest quality stream with unparalleled scalability at the lowest costs.Up to 98% less expensive. Our closely monitored streaming network also delivers end-to-end Quality of Servicemonitoring and detailed real-time statistics.Abacast technology is the corner stone of a full service CDN product offering that also includes live and on-demand Streaming, Ad/Content Injection, Digital Rights Management, Podcasting, cellular streaming, complete subscription systems, high-end audio processing/streaming cards, audio and video encoding software, custom media player/web design and 24 by 7 premium service, education, and support.",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,
0.0,1300,2007,February-2007-(Sourcebook),174,"FLV Hosting FLV Hosting was formed to provide low cost FLV hosting and to simplify video broadcasting. Choose from our off the shelf delivery systems, or allow us to provide a custom solution for you.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
0.0,1320,2007,February-2007-(Sourcebook),176,"Ignite Technologies, privately-held and headquartered in Frisco, Texas, provides the industry’s most secure and scalable Content Delivery Solution enabling customers to efficiently publish, deliver and manage digital assets—from rich media content for communications and training to software patches and virus updates—to anyone, anywhere, at any time. Ignite's patented Content Delivery Solution overcomes network and connectivity constraints that have limited the ability to reach online audiences with the highest quality, secure rich media. Ignite's Solution has been deployed across hundreds of thousands of users around the globe at companies like Accenture, BearingPoint, Sabre, and Proctor & Gamble.",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
0.0,1340,2007,February-2007-(Sourcebook),179,"WhiteBlox, a leading Internet television solutions company, enables clients to leverage video assets into profitable, privatelabel broadband networks. WhiteBlox offers a full range of revenue generating opportunities, including time-awaread insertion, as well as interactive advertising targeted by demographics and geography. WhiteBlox delivers a record number of interactive options, including multilingualmedia players, and live, multi-camera broadcasts that allow the viewer to control which camerashots to follow, when, and for how long—a solution WhiteBlox recently developedfor the Indy Racing League. To learn more about the dynamic IPTV solutionsWhiteBlox offers, please visit www.whiteblox.com, or call 800.929.6726.",1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,
0.0,1380,2007,February-2007-(Sourcebook),184,"Qbrick, the European Choice for Global Streaming, is the only B2B Full Service Provider within Streaming Media Solutions in Scandinavia. With Qbrick you can take advantage of high-quality, reliable streaming services. Use your intranet to communicate with video and audio or use the Web or 3G to deliver a superior user experience, reach worldwide audiences and launch new communicationinitiatives. Whether it's on demand or live broadcast Qbrick streams content flawlessly. Qbrick CDN (Content Delivery Network) supports all media formats including Windows Media, Real, QuickTime, Flash, MPEG4, MP3 and 3GP. Keynote, the Internet Performance Authority, have rated Qbrick CDN A+",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,
0.0,140,2007,June-July-2007,32,"Whatever the method, and whatever the definition, P2P vendors need to cross several barriers to persuade content owners to use P2P. These companies need to be able to prove that they can overcome the security issues of earliergeneration P2P content delivery, that they can provide meaningful business analytics information—so content owners can track information about the use of their content—and that they can monetize the entire process both for themselves and the content owner. Finally, and perhaps most importantly, they have to develop a seamless and simple process for consumers. None of this is easy, but there are lots of companies betting on P2P as a cheaper delivery option for long-form video, and content owners are beginning to listen.",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
0.0,180,2007,June-July-2007,39,"The evolution towards delivery of large digital assets, like software, gaming and movie files, threatens to change things.  As these precious digital assets are made available for business on the Internet, these “one-size fits all,” traffic-based models must evolve.",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
0.0,220,2007,June-July-2007,47,"Overall, it takes the confluence of factors to actually see the benefit of shooting in progressive mode as opposed to interlaced. That is, you need high-motion video with sharp detail shot at a very high shutter speed, along with video delivered at a resolution large enough and data rate high enough to show off and preserve the quality differences.",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
0.0,260,2007,June-July-2007,54,"These web video publishers need to embrace and leverage complex technologies but often do not have the technical expertise to match the need. Those organizations require partners with fullfeatured solutions that make their entry into this technology quick, smooth, and painless. And even organizations with solid video and IT support find themselves facing tough choices. Right at the top of the list is whether streaming or progressive download is a better delivery mode for their content. ",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
0.0,280,2007,June-July-2007,59,"A Brief History of Video Delivery Protocols In the 1980s, standards for audio/video encoding products for consumers first became available with videoconferencing systems using such standards as H.320 for videoconferencing over ISDN and H.324 for video conferencing over plain old telephone service (POTS).",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
0.0,300,2007,June-July-2007,62,"And taking that thought even further: “The challenge is about what’s the sort of product or service, what’s the consumer proposition that your content enables, and what’s the business model surrounding it, whether that happens to land on a box in the den or a box in the living room,” says Glotzer. “The value of an impression, for example, is not greater or lesser on the two-foot interface than the ten-foot interface.”",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
0.0,320,2007,June-July-2007,66,"And with all the new opportunities coming online to reach the TV, it’s full steam ahead with trying to exploit their potential. “We’ve proven that we’ve created a stable, reliable, convenient environment for the consumer to obtain digital content. Now we’re finding ways to take that service to as many platforms as we can—that includes our relationship with Intel Viiv, the Media Center PC, as well as through extenders. Also this year we’re going to offer download-to-burn. And at CES we spent a lot of time meeting with potential new partners,” says Ramo.“ We’re looking at every angle possible.” ",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
0.0,360,2007,June-July-2007,69,"And in preparation for this oncoming deluge of demand, it behooves content owners/producers/aggregators to at the very least dip their toes into the water so that when this demand does materialize they can be ready to take full advantage of these exciting new inroads and finally begin to deliver IP content to living rooms across the country.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,
0.0,380,2007,June-July-2007,72,"What’s New from Microsoft What’s new are updated codecs released in November 2006 with Windows Media Player 11. In his article, “Best Practices for Windows Media Encoding” (2007 Streaming Media Industry Sourcebook, pp. 122–128), Ben Waggoner described how to get those codecs, which ship with Microsoft Vista and can be accessed by updating to Windows Media Player 11 or by installing the Windows Media Format SDK 11. Waggoner details the relationship between VC-1 and Windows Media 9 in that article, and also in the interview available on our website. To make sure we’re on the same page, let me summarize them here. ",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
0.0,460,2007,June-July-2007,82,"Table 1 shows a summary of the results. Overall, since lower scores are better, Flash edged out Apple’s H.264 for top quality, 1.39 to 1.72. However, as you can see, Flash scored 106 total points to 100 for WMV-9 AP and H.264. It’s nice being first and all, but with this small a difference, you have to wonder if anyone will notice. As it turns out, analyzing each category separately put a different spin on the issue. So let’s jump in. ",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
0.0,520,2007,June-July-2007,92,"As such, it’s an outgrowth of a major change in Microsoft’s strategy and corporate culture, says Microsoft's Sean Alexander.“Rather than have a single organization [within Microsoft] thinking about digital media, the entire company needed to think about it,” he says, “much in the same way that ten years ago the entire company needed to start thinking about the internet.”That Silverlight is coming out of the company’s servers and tools division suggests the degree to which hardware may play a role in the technology’s future.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
0.0,540,2007,June-July-2007,94,"The fact that Flash Video can be both streamed from a Flash Media Server and delivered via progressive download from an HTTP server has long been one of its strong points, and counters the argument that high licensing fees make delivering Flash Video cost-prohibitive. “One gigabyte of Flash Video is going to cost the same as one gigabyte of WMV or MOV when delivered progressively,” notes Richter. “Plus, the Flash Media Server is a very versatile server that’s capable of serving up much more than just video streams.”",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,
0.0,560,2007,June-July-2007,97,"Compressed Quality  Compressed video quality relates to two primary factors;the ability of the encoding software to preprocess the videofile, which includes scaling and deinterlacing functions, andthe quality of the codec itself.I tested the first by encoding a4:3 DV test file to 640x480 and 320x240 resolutions in theUniversal Video Encoder, and scaling and deinterlacing aspart of that process.I tested the second by scaling anddeinterlacing in Adobe After Effects and then encodingthese preprocessed files in the Universal Video Encoder.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
